id,name,name_dhivehi,category,price_mvr,description,description_dhivehi,veg,spice_level_0_3,heat_choice,best_seller,allow_comments,no_kitchen,hidden_from_qr,sold_out,add_ons,photo_url
lm062,Fuh Jehi Kavaabu,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,https://lonumedhu.com/sites/default/files/Fuhjehikavaabu.jpg
lm063,Kopee Fathu Satani,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,1,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm063
lm064,Fihunu Mas,,Fish & Seafood,95,"Maldivian spiced fish, baked or grilled until aromatic and tender.",,no,1,yes,yes,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,https://lonumedhu.com/sites/default/files/Fihunumas.jpg
lm065,Aluvi Kirugarudhiya,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/aluvi%20kirugarudhiya%202.jpg
lm066,Kaamaranga,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,https://lonumedhu.com/sites/default/files/Kaamaranga.jpg
lm067,Boashi Hikikoh,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,yes,0,no,no,yes,yes,no,no,Small | Regular | Large,https://lonumedhu.com/sites/default/files/BoashiHikikoh.jpg
lm068,Rolls,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,https://lonumedhu.com/sites/default/files/Rolls3.jpg
lm069,Barabo Baiy,,Rice & Noodles,85,Comforting Maldivian barabo baiy prepared as a hearty rice or noodle dish.,,yes,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,https://lonumedhu.com/sites/default/files/BaraboBaiy2.jpg
lm070,Dhandi Aluvi Boakibaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm070
lm071,Kashikeyo Kan’dhi,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,https://lonumedhu.com/sites/default/files/KashikeyoKandhi.jpg
lm072,Masburi Riha,,Curries,95,Traditional Maldivian masburi riha cooked with aromatic spices and local flavours.,,no,3,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm072
lm073,Lonumirus Rihaakuru,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,2,no,no,yes,yes,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/LonumirusRihaakuru.jpg
lm074,Kukulhu Musamma,,Curries,95,Traditional Maldivian kukulhu musamma cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/KukulhuMusamma.jpg
lm075,Naanakataa,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,https://lonumedhu.com/sites/default/files/naanakataa2.jpg
lm076,Farumas Riha,,Curries,95,Traditional Maldivian farumas riha cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/FarumahuRihaBright.jpg
lm077,Githeyo Boakibaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,https://lonumedhu.com/sites/default/files/GitheyoBoakibaa1.jpg
lm078,Banbukeylu Hithi,,Curries,95,Traditional Maldivian banbukeylu hithi cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/BanbukeyluHithi.jpg
lm079,Cutlets,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,https://lonumedhu.com/sites/default/files/Cutlets1.jpg
lm080,Dhirifiyaalee Baiy,,Rice & Noodles,85,Comforting Maldivian dhirifiyaalee baiy prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,https://lonumedhu.com/sites/default/files/Dhirifiyaalee%20Baiy.jpg
lm081,Juice Petty,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,https://lonumedhu.com/sites/default/files/JuicePetty.jpg
lm082,Theluli Boashi,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,yes,0,no,no,yes,yes,no,no,Small | Regular | Large,https://lonumedhu.com/sites/default/files/Theluli%20Boashi.jpg
lm083,Falholee Baiy,,Rice & Noodles,85,Comforting Maldivian falholee baiy prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,https://lonumedhu.com/sites/default/files/FalhoBaiyOpt4.jpg
lm084,Bis Riha,,Curries,95,Traditional Maldivian bis riha cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/Bisriha.jpg
lm085,Barabo Mas Huni,,Maldivian Breakfast,55,Traditional Maldivian barabo mas huni prepared with fresh local flavours.,,no,0,no,no,yes,no,no,no,Roshi (2 pcs) +20 | Fried Egg +15 | Extra Mashuni +25 | Extra Chili +0,/api/img/lm085
lm086,Thoraa Kirugarudhiya,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm086
lm087,Kaaliyaa Birinjee,,Rice & Noodles,85,Comforting Maldivian kaaliyaa birinjee prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm087
lm088,Cornflour Kiruboakibaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,https://lonumedhu.com/sites/default/files/Cornflour5.jpg
lm089,Masdhalhu Masbaiy,,Rice & Noodles,85,Comforting Maldivian masdhalhu masbaiy prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,https://lonumedhu.com/sites/default/files/MasdhalhuMasbaiy2.jpg
lm090,Valhomas Kirugarudhiya,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,no,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/Kirugarudhiya1.jpg
lm091,Rihaakuru Boakibaa,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,2,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,https://lonumedhu.com/sites/default/files/RihaakuruBoakibaa2.jpg
lm092,Masfathafolhi,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm092
lm093,Kaashi Pudding,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm093
lm094,Fehi Boakibaa,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm094
lm095,Huni Roshi,,Maldivian Breakfast,55,Traditional Maldivian speciality prepared with familiar island flavours.,,no,0,no,no,yes,no,no,no,Butter +5 | Fried Egg +15 | Mas Huni +25,/api/img/lm095
lm096,Fundi Satani,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,1,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm096
lm097,Bisgandu Riha,,Curries,95,Traditional Maldivian bisgandu riha cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm097
lm098,Kiru,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm098
lm099,Mugu Baiy,,Rice & Noodles,85,Comforting Maldivian mugu baiy prepared as a hearty rice or noodle dish.,,yes,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm099
lm100,Kirukeyo,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm100
lm101,Valhomas Hiki Riha,,Curries,95,Traditional Maldivian valhomas hiki riha cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm101
lm102,Folaa,,Rice & Noodles,85,Comforting Maldivian folaa prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm102
lm103,Mugu Bondibaiy,,Rice & Noodles,85,Comforting Maldivian mugu bondibaiy prepared as a hearty rice or noodle dish.,,yes,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm103
lm104,Fufoo Kan’dhi,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm104
lm105,Custard,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm105
lm106,Masmirus,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,2,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm106
lm107,Bakari Riha,,Curries,120,Traditional Maldivian bakari riha cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm107
lm108,Rava Pirini,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm108
lm109,Aluvi Riha,,Curries,95,Traditional Maldivian aluvi riha cooked with aromatic spices and local flavours.,,yes,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm109
lm110,Paan Boakibaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm110
lm111,Fuh Gulha,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm111
lm112,Kulhlhafilaafathu Satani,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,1,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm112
lm113,Aveli,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm113
lm114,Maafuh,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm114
lm115,Saagu Fani,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm115
lm116,Kandu Mahu Musamma,,Fish & Seafood,95,Maldivian fish speciality seasoned with aromatic spices and local ingredients.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,/api/img/lm116
lm117,Rihaakuru Folhi,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,2,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm117
lm118,Theluli Mas,,Fish & Seafood,95,Maldivian fish speciality seasoned with aromatic spices and local ingredients.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,/api/img/lm118
lm119,Bashi Hiki Riha,,Curries,95,Traditional Maldivian bashi hiki riha cooked with aromatic spices and local flavours.,,yes,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm119
lm120,Boakuri Bambukeyo,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm120
lm121,Bambukeyo Sanneti,,Maldivian Specialties,65,Traditional Maldivian speciality prepared with familiar island flavours.,,yes,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Rihaakuru +10,/api/img/lm121
lm122,Gulha Riha,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm122
lm123,Murangatholhi Kirugarudhiya,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm123
lm124,Handulu Bondibai,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm124
lm125,Huni Gulha,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm125
lm126,Mas Fen,,Fish & Seafood,95,Maldivian fish speciality seasoned with aromatic spices and local ingredients.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,/api/img/lm126
lm127,Haluvidhaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm127
lm128,Valhomas Fried Rice,,Fried Rice,85,"Wok-fried rice with smoked tuna, vegetables, egg and savoury seasoning.",,no,0,no,no,yes,no,no,no,Fried Egg +15 | Extra Valhomas +30 | Extra Chili +0 | Extra Portion +30,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
lm129,Boakuri Falho,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm129
lm130,Rihaakuru Dhiya,,Curries,95,Traditional Maldivian rihaakuru dhiya cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm130
lm131,Lonumirus,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,2,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm131
lm132,Tomato Rice,,Rice & Noodles,85,Comforting Maldivian tomato rice prepared as a hearty rice or noodle dish.,,no,0,no,no,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm132
lm133,Easy Chicken Curry,,Curries,95,Traditional Maldivian easy chicken curry cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm133
lm134,Kavaabu,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm134
lm135,Dhonkeyo Kaju,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm135
lm136,Theluli Rihaakuru,,Curries,95,Traditional Maldivian theluli rihaakuru cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm136
lm137,Maalhoskeylu Hiki Riha,,Curries,95,Traditional Maldivian maalhoskeylu hiki riha cooked with aromatic spices and local flavours.,,yes,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm137
lm138,Kiru Boakibaa,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm138
lm139,Rihaakuru Riha,,Curries,95,Traditional Maldivian rihaakuru riha cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm139
lm140,Boashi,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,yes,0,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm140
lm141,Muranga Fathu Riha,,Curries,95,Traditional Maldivian muranga fathu riha cooked with aromatic spices and local flavours.,,yes,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm141
lm142,Baked Beans Keemiya,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,yes,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm142
lm143,Riha Folhi,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,0,no,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm143
lm144,Suji,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm144
lm145,Havaadhulee Bis,,Sides & Condiments,20,Traditional Maldivian accompaniment that adds extra flavour to local meals.,,no,0,no,no,yes,yes,no,no,Small | Regular | Large,/api/img/lm145
lm146,Maskurolhi,,Fish & Seafood,95,Maldivian fish speciality seasoned with aromatic spices and local ingredients.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,/api/img/lm146
lm147,Kulhi Faaroshi,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,2,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm147
lm148,Bambukeyo Bondibai,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm148
lm149,Roast Paan,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm149
lm150,Cream Jehi Banas,,Fried Savory,12,"Popular Maldivian hedhikaa, crisp outside and savoury inside.",,no,0,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm150
lm151,Kulhi Riha,,Curries,95,Traditional Maldivian kulhi riha cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm151
lm152,Hanaakuri Mas,,Fish & Seafood,95,Maldivian fish speciality seasoned with aromatic spices and local ingredients.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Lime +0 | Lonumirus +5,/api/img/lm152
lm153,Saagu Pudding,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm153
lm154,Chicken Liver Curry,,Curries,95,Traditional Maldivian chicken liver curry cooked with aromatic spices and local flavours.,,no,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm154
lm155,Rihaakuru Garudhiya,,Curries,95,Traditional Maldivian rihaakuru garudhiya cooked with aromatic spices and local flavours.,,no,2,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm155
lm156,Pirini,,Sweet Treats,35,"Traditional Maldivian sweet treat, perfect with tea or after a meal.",,yes,0,no,no,yes,no,no,no,Vanilla Ice Cream +25 | Condensed Milk +10,/api/img/lm156
lm157,Masbaiy,,Rice & Noodles,85,Comforting Maldivian masbaiy prepared as a hearty rice or noodle dish.,,no,0,no,yes,yes,no,no,no,Fried Egg +15 | Rihaakuru +10 | Lonumirus +5 | Extra Portion +30,/api/img/lm157
lm158,Miruhulee Kukulhu,,Curries,95,Traditional Maldivian miruhulee kukulhu cooked with aromatic spices and local flavours.,,no,3,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm158
lm159,Oatmeal Kulhi Boakibaa,,Baked Savory,18,Traditional Maldivian savoury tea-time snack with rich local flavours.,,no,2,no,no,yes,no,no,no,3 pcs | 5 pcs | 10 pcs | Chili Sauce +5,/api/img/lm159
lm160,Muguriha,,Curries,95,"Comforting Maldivian dhal curry, mild and creamy.",,yes,1,yes,no,yes,no,no,no,Steamed Rice +20 | Roshi (2 pcs) +20 | Extra Curry +25 | Extra Chili +0,/api/img/lm160
fr01,Tuna Fried Rice,,Fried Rice,105,"Wok-fried rice with tuna, vegetables, egg and savoury seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Tuna +25 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
fr02,Chicken Fried Rice,,Fried Rice,115,"Wok-fried rice with chicken, vegetables, egg and savoury seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
fr03,Beef Fried Rice,,Fried Rice,130,"Wok-fried rice with beef, vegetables, egg and savoury seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Beef +40 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
fr04,Mixed Fried Rice,,Fried Rice,145,"Wok-fried rice with mixed, vegetables, egg and savoury seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Beef +40 | Extra Tuna +25 | Extra Valhomas +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
kt01,Tuna Kottu Roshi,,Kottu Roshi,110,"Chopped roshi stir-fried with tuna, egg, vegetables and savoury spices.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Tuna +30 | Cheese +15 | Extra Chili +0 | Extra Gravy +10 | No Egg +0,https://top15.fr/wp-content/uploads/2024/03/Kottu-Roti.jpg
kt02,Valhomas Kottu Roshi,,Kottu Roshi,125,"Chopped roshi stir-fried with valhomas, egg, vegetables and savoury spices.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Valhomas +30 | Cheese +15 | Extra Chili +0 | Extra Gravy +10 | No Egg +0,https://top15.fr/wp-content/uploads/2024/03/Kottu-Roti.jpg
kt03,Mixed Kottu Roshi,,Kottu Roshi,150,"Chopped roshi stir-fried with mixed, egg, vegetables and savoury spices.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Beef +40 | Extra Tuna +25 | Extra Valhomas +30 | Cheese +15 | Extra Chili +0 | Extra Gravy +10 | No Egg +0,https://top15.fr/wp-content/uploads/2024/03/Kottu-Roti.jpg
ng01,Tuna Nasi Goreng,,Nasi Goreng,115,"Indonesian-style fried rice with tuna, vegetables, egg and aromatic seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Tuna +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
ng02,Chicken Nasi Goreng,,Nasi Goreng,125,"Indonesian-style fried rice with chicken, vegetables, egg and aromatic seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Chicken +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
ng03,Beef Nasi Goreng,,Nasi Goreng,140,"Indonesian-style fried rice with beef, vegetables, egg and aromatic seasoning.",,no,1,yes,no,yes,no,no,no,Fried Egg +15 | Extra Beef +30 | Extra Chili +0 | Extra Portion +30 | No Egg +0,https://assets.dream.clubmed/pm_7531_597_597327-w4reagoq92-swhr.jpg
